"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","GP","G","A","P"
20092010,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,82,18,37,55
20102011,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,72,20,40,60
20112012,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,79,22,28,50
20122013,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,48,13,14,27
20132014,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,69,23,24,47
20142015,"Shane Doan","Doan","Shane","ARI","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,79,14,22,36
20152016,"Shane Doan","Doan","Shane","ARI","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,72,28,19,47
20162017,"Shane Doan","Doan","Shane","ARI","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,58,5,15,20
20072008,"Kevin Doell","Doell","Kevin","ATL","C","R","1979-07-15","Saskatoon","CAN","SK","CAN",71,190,NA,NA,NA,8,0,1,1
20022003,"Jason Doig","Doig","Jason","WSH","D","R","1977-01-29","Montreal","CAN","QC","CAN",75,230,1995,2,34,55,3,5,8
20032004,"Jason Doig","Doig","Jason","WSH","D","R","1977-01-29","Montreal","CAN","QC","CAN",75,230,1995,2,34,65,2,9,11
20022003,"Robert Dome","Dome","Robert","CGY","L","L","1979-01-29","Senica","SVK",NA,"SVK",72,217,1997,1,17,1,0,0,0
20022003,"Hnat Domenichelli","Domenichelli","Hnat","MIN","L","L","1976-02-17","Edmonton","CAN","AB","CHE",72,195,1994,4,83,1,0,0,0
20152016,"Max Domi","Domi","Max","ARI","L","L","1995-03-02","Winnipeg","CAN","MB","CAN",70,198,2013,1,12,81,18,34,52
20162017,"Max Domi","Domi","Max","ARI","L","L","1995-03-02","Winnipeg","CAN","MB","CAN",70,198,2013,1,12,35,6,16,22
20022003,"Tie Domi","Domi","Tie","TOR","R","R","1969-11-01","Windsor","CAN","ON","CAN",70,213,1988,2,27,79,15,14,29
20032004,"Tie Domi","Domi","Tie","TOR","R","R","1969-11-01","Windsor","CAN","ON","CAN",70,213,1988,2,27,80,7,13,20
20052006,"Tie Domi","Domi","Tie","TOR","R","R","1969-11-01","Windsor","CAN","ON","CAN",70,213,1988,2,27,77,5,11,16
20022003,"Ted Donato","Donato","Ted","NYR","L","L","1969-04-28","Boston","USA","MA","USA",70,189,1987,5,98,49,2,1,3
20032004,"Ted Donato","Donato","Ted","BOS","L","L","1969-04-28","Boston","USA","MA","USA",70,189,1987,5,98,63,6,5,11
20112012,"Matt Donovan","Donovan","Matt","NYI","D","L","1990-05-09","Edmond","USA","OK","USA",73,205,2008,4,96,3,0,0,0
20132014,"Matt Donovan","Donovan","Matt","NYI","D","L","1990-05-09","Edmond","USA","OK","USA",73,205,2008,4,96,52,2,14,16
20142015,"Matt Donovan","Donovan","Matt","NYI","D","L","1990-05-09","Edmond","USA","OK","USA",73,205,2008,4,96,12,0,3,3
20022003,"Shean Donovan","Donovan","Shean","PIT, CGY","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,65,5,7,12
20032004,"Shean Donovan","Donovan","Shean","CGY","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,82,18,24,42
20052006,"Shean Donovan","Donovan","Shean","CGY","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,80,9,11,20
20062007,"Shean Donovan","Donovan","Shean","BOS","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,76,6,11,17
20072008,"Shean Donovan","Donovan","Shean","OTT","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,82,5,7,12
20082009,"Shean Donovan","Donovan","Shean","OTT","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,65,5,5,10
20092010,"Shean Donovan","Donovan","Shean","OTT","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,30,2,3,5
20152016,"Joonas Donskoi","Donskoi","Joonas","SJS","R","R","1992-04-13","Raahe","FIN",NA,"FIN",72,190,2010,4,99,76,11,25,36
20162017,"Joonas Donskoi","Donskoi","Joonas","SJS","R","R","1992-04-13","Raahe","FIN",NA,"FIN",72,190,2010,4,99,44,6,9,15
20102011,"Jamie Doornbosch","Doornbosch","Jamie","NYI","D","L","1990-02-01","Scarborough","CAN","ON","CAN",74,198,NA,NA,NA,1,0,0,0
20022003,"Jiri Dopita","Dopita","Jiri","EDM","C","L","1968-12-02","Sumperk","CZE",NA,"CZE",76,222,1998,5,123,21,1,5,6
20082009,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,52,4,1,5
20092010,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,51,4,10,14
20102011,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,76,4,13,17
20112012,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,77,12,8,20
20122013,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,24,3,6,9
20132014,"Derek Dorsett","Dorsett","Derek","NYR","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,51,4,4,8
20142015,"Derek Dorsett","Dorsett","Derek","VAN","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,79,7,18,25
20152016,"Derek Dorsett","Dorsett","Derek","VAN","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,71,5,11,16
20162017,"Derek Dorsett","Dorsett","Derek","VAN","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,14,1,3,4
20162017,"Jake Dotchin","Dotchin","Jake","TBL","D","R","1994-03-24","Cambridge","CAN","ON","CAN",75,210,2012,6,161,12,0,3,3
20082009,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,81,6,21,27
20092010,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,82,16,43,59
20102011,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,76,11,29,40
20112012,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,77,10,26,36
20122013,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,48,6,16,22
20132014,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,78,10,27,37
20142015,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,82,7,39,46
20152016,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,82,14,37,51
20162017,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,59,8,25,33
20032004,"Doug Doull","Doull","Doug","BOS","L","L","1974-05-31","GlaceBay","CAN","NS","CAN",74,216,NA,NA,NA,35,0,1,1
20052006,"Doug Doull","Doull","Doug","WSH","L","L","1974-05-31","GlaceBay","CAN","NS","CAN",74,216,NA,NA,NA,2,0,0,0
20022003,"Jim Dowd","Dowd","Jim","MIN","C","R","1968-12-25","Brick","USA","NJ","USA",72,180,1987,8,149,78,8,17,25
20032004,"Jim Dowd","Dowd","Jim","MIN, MTL","C","R","1968-12-25","Brick","USA","NJ","USA",72,180,1987,8,149,69,7,22,29
20052006,"Jim Dowd","Dowd","Jim","CHI, COL","C","R","1968-12-25","Brick","USA","NJ","USA",72,180,1987,8,149,78,5,13,18
20062007,"Jim Dowd","Dowd","Jim","NJD","C","R","1968-12-25","Brick","USA","NJ","USA",72,180,1987,8,149,66,4,4,8
20072008,"Jim Dowd","Dowd","Jim","PHI","C","R","1968-12-25","Brick","USA","NJ","USA",72,180,1987,8,149,73,5,5,10
20152016,"Nic Dowd","Dowd","Nic","LAK","C","R","1990-05-27","Huntsville","USA","AL","USA",74,196,2009,7,198,5,0,0,0
20162017,"Nic Dowd","Dowd","Nic","LAK","C","R","1990-05-27","Huntsville","USA","AL","USA",74,196,2009,7,198,51,4,13,17
20072008,"Jake Dowell","Dowell","Jake","CHI","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,19,2,1,3
20082009,"Jake Dowell","Dowell","Jake","CHI","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,1,0,0,0
20092010,"Jake Dowell","Dowell","Jake","CHI","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,3,1,1,2
20102011,"Jake Dowell","Dowell","Jake","CHI","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,79,6,15,21
20112012,"Jake Dowell","Dowell","Jake","DAL","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,52,2,5,7
20122013,"Jake Dowell","Dowell","Jake","MIN","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,2,0,0,0
20132014,"Jake Dowell","Dowell","Jake","MIN","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,1,0,0,0
20162017,"Justin Dowling","Dowling","Justin","DAL","C","L","1990-10-01","Calgary","CAN","AB","CAN",70,185,NA,NA,NA,5,0,2,2
20022003,"Aaron Downey","Downey","Aaron","DAL","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,43,1,1,2
20032004,"Aaron Downey","Downey","Aaron","DAL","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,37,1,1,2
20052006,"Aaron Downey","Downey","Aaron","STL, MTL","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,42,3,4,7
20062007,"Aaron Downey","Downey","Aaron","MTL","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,21,1,0,1
20072008,"Aaron Downey","Downey","Aaron","DET","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,56,0,3,3
20082009,"Aaron Downey","Downey","Aaron","DET","R","R","1974-08-27","Shelburne","CAN","ON","CAN",73,215,NA,NA,NA,4,1,1,2
20072008,"Steve Downie","Downie","Steve","PHI","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,32,6,6,12
20082009,"Steve Downie","Downie","Steve","PHI, TBL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,29,3,3,6
20092010,"Steve Downie","Downie","Steve","TBL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,79,22,24,46
20102011,"Steve Downie","Downie","Steve","TBL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,57,10,22,32
20112012,"Steve Downie","Downie","Steve","TBL, COL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,75,14,27,41
20122013,"Steve Downie","Downie","Steve","COL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,2,0,1,1
20132014,"Steve Downie","Downie","Steve","COL, PHI","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,62,4,20,24
20142015,"Steve Downie","Downie","Steve","PIT","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,72,14,14,28
20152016,"Steve Downie","Downie","Steve","ARI","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,26,3,3,6
20142015,"Leon Draisaitl","Draisaitl","Leon","EDM","C","L","1995-10-27","Cologne","DEU",NA,"DEU",73,214,2014,1,3,37,2,7,9
20152016,"Leon Draisaitl","Draisaitl","Leon","EDM","C","L","1995-10-27","Cologne","DEU",NA,"DEU",73,214,2014,1,3,72,19,32,51
20162017,"Leon Draisaitl","Draisaitl","Leon","EDM","C","L","1995-10-27","Cologne","DEU",NA,"DEU",73,214,2014,1,3,60,22,30,52
20022003,"Dallas Drake","Drake","Dallas","STL","R","L","1969-02-04","Trail","CAN","BC","CAN",72,186,1989,6,116,80,20,10,30
20032004,"Dallas Drake","Drake","Dallas","STL","R","L","1969-02-04","Trail","CAN","BC","CAN",72,186,1989,6,116,79,13,22,35
20052006,"Dallas Drake","Drake","Dallas","STL","R","L","1969-02-04","Trail","CAN","BC","CAN",72,186,1989,6,116,62,2,24,26
20062007,"Dallas Drake","Drake","Dallas","STL","R","L","1969-02-04","Trail","CAN","BC","CAN",72,186,1989,6,116,60,6,6,12
20072008,"Dallas Drake","Drake","Dallas","DET","R","L","1969-02-04","Trail","CAN","BC","CAN",72,186,1989,6,116,65,3,3,6
20022003,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,82,14,21,35
20032004,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,67,24,16,40
20052006,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,80,10,22,32
20062007,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,81,14,15,29
20072008,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,65,9,8,17
20082009,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,79,7,10,17
20092010,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,81,7,15,22
20102011,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,47,6,5,11
20102011,"Nick Drazenovic","Drazenovic","Nick","STL","C","L","1987-01-14","PrinceGeorge","CAN","BC","CAN",72,192,2005,6,171,3,0,0,0
20122013,"Nick Drazenovic","Drazenovic","Nick","CBJ","C","L","1987-01-14","PrinceGeorge","CAN","BC","CAN",72,192,2005,6,171,8,0,0,0
20132014,"Nick Drazenovic","Drazenovic","Nick","PIT","C","L","1987-01-14","PrinceGeorge","CAN","BC","CAN",72,192,2005,6,171,1,0,0,0
20082009,"Davis Drewiske","Drewiske","Davis","LAK","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,17,0,3,3
20092010,"Davis Drewiske","Drewiske","Davis","LAK","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,42,1,7,8
20102011,"Davis Drewiske","Drewiske","Davis","LAK","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,38,0,5,5
20112012,"Davis Drewiske","Drewiske","Davis","LAK","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,9,2,0,2
20122013,"Davis Drewiske","Drewiske","Davis","LAK, MTL","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,29,2,5,7
20142015,"Jonathan Drouin","Drouin","Jonathan","TBL","L","L","1995-03-28","SteAgathe","CAN","QC","CAN",71,188,2013,1,3,70,4,28,32
20152016,"Jonathan Drouin","Drouin","Jonathan","TBL","L","L","1995-03-28","SteAgathe","CAN","QC","CAN",71,188,2013,1,3,21,4,6,10
20162017,"Jonathan Drouin","Drouin","Jonathan","TBL","L","L","1995-03-28","SteAgathe","CAN","QC","CAN",71,188,2013,1,3,51,17,19,36
20022003,"Harold Druken","Druken","Harold","VAN, CAR, TOR, CAR","C","L","1979-01-26","StJohns","CAN","NL","CAN",72,205,1997,2,36,22,1,4,5
20032004,"Harold Druken","Druken","Harold","TOR","C","L","1979-01-26","StJohns","CAN","NL","CAN",72,205,1997,2,36,9,0,4,4
20022003,"Chris Drury","Drury","Chris","CGY","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,80,23,30,53
20032004,"Chris Drury","Drury","Chris","BUF","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,76,18,35,53
20052006,"Chris Drury","Drury","Chris","BUF","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,81,30,37,67
20062007,"Chris Drury","Drury","Chris","BUF","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,77,37,32,69
20072008,"Chris Drury","Drury","Chris","NYR","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,82,25,33,58
20082009,"Chris Drury","Drury","Chris","NYR","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,81,22,34,56
20092010,"Chris Drury","Drury","Chris","NYR","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,77,14,18,32
20102011,"Chris Drury","Drury","Chris","NYR","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,24,1,4,5
20062007,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,6,0,0,0
20072008,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,82,14,26,40
20082009,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,82,13,28,41
20092010,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,69,20,24,44
20102011,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,77,24,30,54
20112012,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,77,10,24,34
20122013,"Brandon Dubinsky","Dubinsky","Brandon","CBJ","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,29,2,18,20
20132014,"Brandon Dubinsky","Dubinsky","Brandon","CBJ","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,76,16,34,50
20142015,"Brandon Dubinsky","Dubinsky","Brandon","CBJ","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,47,13,23,36
20152016,"Brandon Dubinsky","Dubinsky","Brandon","CBJ","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,75,17,31,48
20162017,"Brandon Dubinsky","Dubinsky","Brandon","CBJ","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,56,9,21,30
20022003,"Steve Dubinsky","Dubinsky","Steve","STL","R","L","1970-07-09","Montreal","CAN","QC","CAN",72,190,1990,11,226,28,0,6,6
20092010,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,81,24,31,55
20102011,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,80,27,40,67
20112012,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,58,14,14,28
20122013,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,47,17,26,43
20132014,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,71,23,47,70
20142015,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,82,21,34,55
20152016,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,76,30,29,59
20162017,"Matt Duchene","Duchene","Matt","COL","C","L","1991-01-16","Haliburton","CAN","ON","CAN",71,195,2009,1,3,53,16,20,36
20142015,"Anthony Duclair","Duclair","Anthony","NYR","L","L","1995-08-26","PointeClaire","CAN","QC","CAN",71,185,2013,3,80,18,1,6,7
20152016,"Anthony Duclair","Duclair","Anthony","ARI","L","L","1995-08-26","PointeClaire","CAN","QC","CAN",71,185,2013,3,80,81,20,24,44
20162017,"Anthony Duclair","Duclair","Anthony","ARI","L","L","1995-08-26","PointeClaire","CAN","QC","CAN",71,185,2013,3,80,41,3,6,9
20092010,"Mike Duco","Duco","Mike","FLA","R","L","1987-07-08","Toronto","CAN","ON","CAN",70,200,NA,NA,NA,10,0,0,0
20102011,"Mike Duco","Duco","Mike","FLA","R","L","1987-07-08","Toronto","CAN","ON","CAN",70,200,NA,NA,NA,2,0,0,0
20112012,"Mike Duco","Duco","Mike","VAN","R","L","1987-07-08","Toronto","CAN","ON","CAN",70,200,NA,NA,NA,6,0,2,2
20132014,"Matt Dumba","Dumba","Matt","MIN","D","R","1994-07-25","Regina","CAN","SK","CAN",72,183,2012,1,7,13,1,1,2
20142015,"Matt Dumba","Dumba","Matt","MIN","D","R","1994-07-25","Regina","CAN","SK","CAN",72,183,2012,1,7,58,8,8,16
20152016,"Matt Dumba","Dumba","Matt","MIN","D","R","1994-07-25","Regina","CAN","SK","CAN",72,183,2012,1,7,81,10,16,26
20162017,"Matt Dumba","Dumba","Matt","MIN","D","R","1994-07-25","Regina","CAN","SK","CAN",72,183,2012,1,7,55,7,17,24
20112012,"Gabriel Dumont","Dumont","Gabriel","MTL","C","R","1990-10-06","VilleDegelis","CAN","QC","CAN",70,190,2009,5,139,3,0,0,0
20122013,"Gabriel Dumont","Dumont","Gabriel","MTL","C","R","1990-10-06","VilleDegelis","CAN","QC","CAN",70,190,2009,5,139,10,1,2,3
20132014,"Gabriel Dumont","Dumont","Gabriel","MTL","C","R","1990-10-06","VilleDegelis","CAN","QC","CAN",70,190,2009,5,139,2,0,0,0
20142015,"Gabriel Dumont","Dumont","Gabriel","MTL","C","R","1990-10-06","VilleDegelis","CAN","QC","CAN",70,190,2009,5,139,3,0,0,0
20162017,"Gabriel Dumont","Dumont","Gabriel","TBL","C","R","1990-10-06","VilleDegelis","CAN","QC","CAN",70,190,2009,5,139,17,1,1,2
20022003,"J-P Dumont","Dumont","J-P","BUF","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,76,14,21,35
20032004,"J-P Dumont","Dumont","J-P","BUF","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,77,22,31,53
20052006,"J-P Dumont","Dumont","J-P","BUF","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,54,20,20,40
20062007,"J-P Dumont","Dumont","J-P","NSH","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,82,21,45,66
20072008,"J-P Dumont","Dumont","J-P","NSH","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,80,29,43,72
20082009,"J-P Dumont","Dumont","J-P","NSH","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,82,16,49,65
20092010,"J-P Dumont","Dumont","J-P","NSH","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,74,17,28,45
20102011,"J-P Dumont","Dumont","J-P","NSH","R","L","1978-04-01","Montreal","CAN","QC","CAN",73,205,1996,1,3,70,10,9,19
20132014,"Brian Dumoulin","Dumoulin","Brian","PIT","D","L","1991-09-06","Biddeford","USA","ME","USA",76,207,2009,2,51,6,0,1,1
20142015,"Brian Dumoulin","Dumoulin","Brian","PIT","D","L","1991-09-06","Biddeford","USA","ME","USA",76,207,2009,2,51,8,1,0,1
20152016,"Brian Dumoulin","Dumoulin","Brian","PIT","D","L","1991-09-06","Biddeford","USA","ME","USA",76,207,2009,2,51,79,0,16,16
20162017,"Brian Dumoulin","Dumoulin","Brian","PIT","D","L","1991-09-06","Biddeford","USA","ME","USA",76,207,2009,2,51,48,0,9,9
20102011,"Brodie Dupont","Dupont","Brodie","NYR","L","L","1987-02-17","Russell","CAN","MB","CAN",74,210,2005,3,66,1,0,0,0
20022003,"Micki Dupont","Dupont","Micki","CGY","D","R","1980-04-15","Calgary","CAN","AB","CAN",70,186,2000,9,270,16,1,2,3
20062007,"Micki Dupont","Dupont","Micki","PIT","D","R","1980-04-15","Calgary","CAN","AB","CAN",70,186,2000,9,270,3,0,1,1
20072008,"Micki Dupont","Dupont","Micki","STL","D","R","1980-04-15","Calgary","CAN","AB","CAN",70,186,2000,9,270,2,0,0,0
20022003,"Pascal Dupuis","Dupuis","Pascal","MIN","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,80,20,28,48
20032004,"Pascal Dupuis","Dupuis","Pascal","MIN","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,59,11,15,26
20052006,"Pascal Dupuis","Dupuis","Pascal","MIN","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,67,10,16,26
20062007,"Pascal Dupuis","Dupuis","Pascal","MIN, NYR, ATL","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,71,14,5,19
20072008,"Pascal Dupuis","Dupuis","Pascal","ATL, PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,78,12,15,27
20082009,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,71,12,16,28
20092010,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,81,18,20,38
20102011,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,81,17,20,37
20112012,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,82,25,34,59
20122013,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,48,20,18,38
20132014,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,39,7,13,20
20142015,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,16,6,5,11
20152016,"Pascal Dupuis","Dupuis","Pascal","PIT","R","L","1979-04-07","Laval","CAN","QC","CAN",73,205,NA,NA,NA,18,2,2,4
20082009,"Philippe Dupuis","Dupuis","Philippe","COL","C","R","1985-04-24","Laval","CAN","QC","CAN",72,196,2003,4,104,8,0,0,0
20092010,"Philippe Dupuis","Dupuis","Philippe","COL","C","R","1985-04-24","Laval","CAN","QC","CAN",72,196,2003,4,104,4,0,1,1
20102011,"Philippe Dupuis","Dupuis","Philippe","COL","C","R","1985-04-24","Laval","CAN","QC","CAN",72,196,2003,4,104,74,6,11,17
