"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","W","L","Ties","OTL"
20032004,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,3,1,0,0
20052006,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,3,4,0,2
20062007,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,1,1,0,2
20072008,"Scott Clemmensen","Clemmensen","Scott","TOR","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,1,1,0,0
20082009,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,25,13,0,1
20092010,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,9,8,0,2
20102011,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,8,11,0,7
20112012,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,14,6,0,6
20122013,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,3,7,0,2
20132014,"Scott Clemmensen","Clemmensen","Scott","FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,6,7,0,1
20142015,"Scott Clemmensen","Clemmensen","Scott","NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,0,0,1
20082009,"Matt Climie","Climie","Matt","DAL","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,2,1,0,0
20092010,"Matt Climie","Climie","Matt","DAL","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,0,1,0,0
20102011,"Matt Climie","Climie","Matt","PHX","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,0,0,0,0
20022003,"Dan Cloutier","Cloutier","Dan","VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,33,16,7,0
20032004,"Dan Cloutier","Cloutier","Dan","VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,33,21,6,2
20052006,"Dan Cloutier","Cloutier","Dan","VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,8,3,0,1
20062007,"Dan Cloutier","Cloutier","Dan","LAK","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,6,14,0,2
20072008,"Dan Cloutier","Cloutier","Dan","LAK","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,2,4,0,1
20022003,"Frederic Cloutier","Cloutier","Frederic","MIN","G","R","1981-05-14","StHonor","CAN","QC","CAN",72,174,NA,NA,NA,0,0,0,0
20052006,"Gerald Coleman","Coleman","Gerald","TBL","G","L","1985-04-03","Romeovi","USA","IL","USA",76,213,2003,7,224,0,0,0,1
20152016,"Mike Condon","Condon","Mike","MTL","G","L","1990-04-27","Holliston","USA","MA","USA",74,197,NA,NA,NA,21,25,0,6
20022003,"Ty Conklin","Conklin","Ty","EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,0,0,0,0
20032004,"Ty Conklin","Conklin","Ty","EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,17,14,4,2
20052006,"Ty Conklin","Conklin","Ty","EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,8,5,0,1
20062007,"Ty Conklin","Conklin","Ty","CBJ, BUF","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,3,5,0,2
20072008,"Ty Conklin","Conklin","Ty","PIT","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,18,8,0,5
20082009,"Ty Conklin","Conklin","Ty","DET","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,25,11,0,2
20092010,"Ty Conklin","Conklin","Ty","STL","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,10,10,0,2
20102011,"Ty Conklin","Conklin","Ty","STL","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,8,8,0,4
20112012,"Ty Conklin","Conklin","Ty","DET","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,5,6,0,1
20152016,"Pheonix Copley","Copley","Pheonix","STL","G","L","1992-01-18","NorthPole","USA","AK","USA",76,196,NA,NA,NA,0,0,0,0
20052006,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,0,0,1
20072008,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,1,2,0,0
20092010,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,1,0,0
20102011,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,33,18,0,6
20112012,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,30,17,0,7
20122013,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,19,5,0,5
20132014,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,32,16,0,10
20142015,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,32,20,0,5
20152016,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,35,18,0,5
20082009,"John Curry","Curry","John","PIT","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,2,1,0,0
20092010,"John Curry","Curry","John","PIT","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,0,1,0,0
20132014,"John Curry","Curry","John","MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,1,0,0,0
20142015,"John Curry","Curry","John","MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,0,0,0,1
20022003,"Byron Dafoe","Dafoe","Byron","ATL","G","L","1971-02-25","Sussex","GBR",NA,"GBR",71,185,1989,2,35,5,11,1,3
20032004,"Byron Dafoe","Dafoe","Byron","ATL","G","L","1971-02-25","Sussex","GBR",NA,"GBR",71,185,1989,2,35,4,11,1,0
20022003,"Jean-Francois Damphousse","Damphousse","Jean-Francois","ANA","G","L","1979-07-21","StAlexisDesMonts","CAN","QC","CAN",72,146,1997,1,24,0,0,0,0
20052006,"Yann Danis","Danis","Yann","MTL","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,3,2,0,0
20082009,"Yann Danis","Danis","Yann","NYI","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,10,17,0,3
20092010,"Yann Danis","Danis","Yann","NJD","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,3,2,0,1
20112012,"Yann Danis","Danis","Yann","EDM","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,0,0,0,0
20122013,"Yann Danis","Danis","Yann","EDM","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,1,0,0,0
20152016,"Yann Danis","Danis","Yann","NJD","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,0,1,0,0
20142015,"Scott Darling","Darling","Scott","CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,9,4,0,0
20152016,"Scott Darling","Darling","Scott","CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,12,8,0,4
20102011,"Mark Dekanich","Dekanich","Mark","NSH","G","L","1986-05-10","NVancouver","CAN","BC","CAN",74,185,2006,5,146,0,0,0,0
20022003,"Marc Denis","Denis","Marc","CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,27,41,8,3
20032004,"Marc Denis","Denis","Marc","CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,21,36,7,3
20052006,"Marc Denis","Denis","Marc","CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,21,25,0,1
20062007,"Marc Denis","Denis","Marc","TBL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,17,18,0,2
20072008,"Marc Denis","Denis","Marc","TBL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,1,5,0,0
20082009,"Marc Denis","Denis","Marc","MTL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,0,0,0,0
20102011,"Cedrick Desjardins","Desjardins","Cedrick","TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,2,0,0,0
20122013,"Cedrick Desjardins","Desjardins","Cedrick","TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,0,3,0,0
20132014,"Cedrick Desjardins","Desjardins","Cedrick","TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,0,1,0,0
20082009,"Jeff Deslauriers","Deslauriers","Jeff","EDM","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,4,3,0,0
20092010,"Jeff Deslauriers","Deslauriers","Jeff","EDM","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,16,28,0,4
20112012,"Jeff Deslauriers","Deslauriers","Jeff","ANA","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,3,1,0,0
20022003,"Patrick Desrochers","Desrochers","Patrick","PHX, CAR","G","L","1979-10-27","Penetang","CAN","ON","CAN",76,205,1998,1,14,1,4,0,0
20022003,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,2,5,2,0
20032004,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,23,18,5,2
20052006,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,30,24,0,5
20062007,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,32,19,0,9
20072008,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,26,28,0,7
20082009,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,1,3,0,0
20092010,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,2,5,0,0
20102011,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,8,14,0,4
20112012,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,3,2,0,3
20122013,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,0,3,0,0
20022003,"Reinhard Divis","Divis","Reinhard","STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,2,0,0,0
20032004,"Reinhard Divis","Divis","Reinhard","STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,4,4,2,0
20052006,"Reinhard Divis","Divis","Reinhard","STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,0,5,0,1
20142015,"Louis Domingue","Domingue","Louis","ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,1,2,0,1
20152016,"Louis Domingue","Domingue","Louis","ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,15,18,0,5
20142015,"Chris Driedger","Driedger","Chris","OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,0,0,0,0
20152016,"Chris Driedger","Driedger","Chris","OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,0,0,0,0
20032004,"Wade Dubielewicz","Dubielewicz","Wade","NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,1,0,1,0
20052006,"Wade Dubielewicz","Dubielewicz","Wade","NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,2,3,0,0
20062007,"Wade Dubielewicz","Dubielewicz","Wade","NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,4,1,0,0
20072008,"Wade Dubielewicz","Dubielewicz","Wade","NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,9,9,0,1
20082009,"Wade Dubielewicz","Dubielewicz","Wade","CBJ","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,1,2,0,0
20092010,"Wade Dubielewicz","Dubielewicz","Wade","MIN","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,1,1,0,0
20092010,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,4,10,0,2
20102011,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,12,13,0,8
20112012,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,20,20,0,3
20122013,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,14,16,0,6
20132014,"Devan Dubnyk","Dubnyk","Devan","EDM, NSH","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,11,18,0,3
20142015,"Devan Dubnyk","Dubnyk","Devan","ARI, MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,36,14,0,4
20152016,"Devan Dubnyk","Dubnyk","Devan","MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,32,26,0,6
20092010,"Jeremy Duchesne","Duchesne","Jeremy","PHI","G","L","1986-10-17","SilverSpring","USA","MD","USA",72,201,2005,4,119,0,0,0,0
20022003,"Mike Dunham","Dunham","Mike","NSH, NYR","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,21,26,7,5
20032004,"Mike Dunham","Dunham","Mike","NYR","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,16,30,6,5
20052006,"Mike Dunham","Dunham","Mike","ATL","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,8,5,0,2
20062007,"Mike Dunham","Dunham","Mike","NYI","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,4,10,0,3
20052006,"Brian Eklund","Eklund","Brian","TBL","G","L","1980-05-24","Braint","USA","MA","USA",76,211,2000,7,226,0,1,0,0
20072008,"Brian Elliott","Elliott","Brian","OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,1,0,0,0
20082009,"Brian Elliott","Elliott","Brian","OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,16,8,0,3
20092010,"Brian Elliott","Elliott","Brian","OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,29,18,0,4
20102011,"Brian Elliott","Elliott","Brian","OTT, COL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,15,27,0,9
20112012,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,23,10,0,4
20122013,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,14,8,0,1
20132014,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,18,6,0,2
20142015,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,26,14,0,3
20152016,"Brian Elliott","Elliott","Brian","STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,23,8,0,6
20032004,"Dan Ellis","Ellis","Dan","DAL","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,1,0,0,0
20072008,"Dan Ellis","Ellis","Dan","NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,23,10,0,3
20082009,"Dan Ellis","Ellis","Dan","NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,11,19,0,4
20092010,"Dan Ellis","Ellis","Dan","NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,15,13,0,1
20102011,"Dan Ellis","Ellis","Dan","TBL, ANA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,21,10,0,7
20112012,"Dan Ellis","Ellis","Dan","ANA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,1,5,0,0
20122013,"Dan Ellis","Ellis","Dan","CAR","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,6,8,0,2
20132014,"Dan Ellis","Ellis","Dan","DAL, FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,5,11,0,0
20142015,"Dan Ellis","Ellis","Dan","FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,4,3,0,1
20022003,"Ray Emery","Emery","Ray","OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,1,0,0,0
20032004,"Ray Emery","Emery","Ray","OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,2,0,0,0
20052006,"Ray Emery","Emery","Ray","OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,23,11,0,4
20062007,"Ray Emery","Emery","Ray","OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,33,16,0,6
20072008,"Ray Emery","Emery","Ray","OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,12,13,0,4
20092010,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,16,11,0,1
20102011,"Ray Emery","Emery","Ray","ANA","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,7,2,0,0
20112012,"Ray Emery","Emery","Ray","CHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,15,9,0,4
20122013,"Ray Emery","Emery","Ray","CHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,17,1,0,0
20132014,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,9,12,0,2
20142015,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,10,11,0,7
20092010,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,0,1,0,0
20102011,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,9,2,0,2
20112012,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,8,11,0,4
20122013,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,4,4,0,1
20132014,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,4,17,0,5
20142015,"Jhonas Enroth","Enroth","Jhonas","BUF, DAL","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,18,26,0,2
20152016,"Jhonas Enroth","Enroth","Jhonas","LAK","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,7,5,0,1
20132014,"Joacim Eriksson","Eriksson","Joacim","VAN","G","R","1990-04-09","G√vle","SWE",NA,"SWE",73,189,2008,7,196,0,0,0,0
20072008,"Erik Ersberg","Ersberg","Erik","LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,6,5,0,3
20082009,"Erik Ersberg","Ersberg","Erik","LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,8,11,0,5
20092010,"Erik Ersberg","Ersberg","Erik","LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,4,3,0,2
20022003,"Robert Esche","Esche","Robert","PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,12,9,3,2
20032004,"Robert Esche","Esche","Robert","PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,21,11,7,2
20052006,"Robert Esche","Esche","Robert","PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,22,11,0,5
20062007,"Robert Esche","Esche","Robert","PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,5,9,0,1
20122013,"Viktor Fasth","Fasth","Viktor","ANA","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,15,6,0,2
20132014,"Viktor Fasth","Fasth","Viktor","ANA, EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,5,5,0,2
20142015,"Viktor Fasth","Fasth","Viktor","EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,6,15,0,3
20022003,"Manny Fernandez","Fernandez","Manny","MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,19,13,2,1
20032004,"Manny Fernandez","Fernandez","Manny","MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,11,14,9,1
20052006,"Manny Fernandez","Fernandez","Manny","MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,30,18,0,7
20062007,"Manny Fernandez","Fernandez","Manny","MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,22,16,0,1
20072008,"Manny Fernandez","Fernandez","Manny","BOS","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,2,2,0,0
20082009,"Manny Fernandez","Fernandez","Manny","BOS","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,16,8,0,3
20022003,"Eric Fichaud","Fichaud","Eric","MTL","G","L","1975-11-04","Anjou","CAN","QC","CAN",71,171,1994,1,16,0,0,0,0
20022003,"Brian Finley","Finley","Brian","NSH","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,0,0,0,0
20052006,"Brian Finley","Finley","Brian","NSH","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,0,1,0,0
20062007,"Brian Finley","Finley","Brian","BOS","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,0,1,0,0
20022003,"Wade Flaherty","Flaherty","Wade","FLA, NSH","G","R","1968-01-11","Terrace","CAN","BC","CAN",73,191,1988,9,181,0,1,0,0
20032004,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,4,14,2,2
20052006,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,13,27,0,6
20062007,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,40,16,0,9
20072008,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,19,10,0,2
20082009,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,35,18,0,7
20092010,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,37,21,0,6
20102011,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,36,20,0,5
20112012,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,42,17,0,4
20122013,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,23,8,0,0
20132014,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,39,18,0,5
20142015,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,34,20,0,9
20152016,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,35,17,0,6
20142015,"Anton Forsberg","Forsberg","Anton","CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,192,2011,7,188,0,4,0,0
20152016,"Anton Forsberg","Forsberg","Anton","CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,192,2011,7,188,1,3,0,0
20112012,"Brian Foster","Foster","Brian","FLA","G","L","1987-02-04","Pembroke","USA","NH","USA",74,185,2005,5,161,0,0,0,0
20122013,"Jeff Frazee","Frazee","Jeff","NJD","G","L","1987-05-13","Edina","USA","MN","USA",72,195,2005,2,38,0,0,0,0
20062007,"Yutaka Fukufuji","Fukufuji","Yutaka","LAK","G","L","1982-09-17","Kushiro","JPN",NA,"JPN",73,160,2004,8,238,0,3,0,0
20052006,"Michael Garnett","Garnett","Michael","ATL","G","L","1982-11-25","Saskatoon","CAN","SK","CAN",73,210,2001,3,80,10,7,0,4
20022003,"Mathieu Garon","Garon","Mathieu","MTL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,3,5,0,1
20032004,"Mathieu Garon","Garon","Mathieu","MTL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,8,6,2,1
20052006,"Mathieu Garon","Garon","Mathieu","LAK","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,31,26,0,3
20062007,"Mathieu Garon","Garon","Mathieu","LAK","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,13,10,0,6
