"Date","Subject","AfterGame","Text"
2016-06-04,"Mike Sullivan",TRUE,"COACH SULLIVAN: It's tough. There haven't been a ton of power plays. It's not easy to get into any sort of rhythm. I don't think our entries have been as clean in this series as we've been. In the prior series, our entries have been really successful, high percentage of entry possessions. I don't think they've been quite as clean. We've had a few near misses. So if we score on one of them, when you only have a few, your percentage changes pretty quick. COACH SULLIVAN: Well, it certainly is a big part of their offense, their cycle game. They use the points a lot, then they look for those wrist shots, those half-slappers, and they're looking for deflections. They use their size. That's a big part of how they generate offense. COACH SULLIVAN: No, I don't think so. We tried to make some space plays to get our speed going. There were times when we had momentum. There were times when they had momentum. I liked a lot of things we did in the game tonight. We didn't get the result, but we played hard. We had some great opportunities to score. We had stretches of momentum. COACH SULLIVAN: Well, we talked with our team about simplifying the game. It's hard to make a lot of lateral plays when the puck's bouncing. As the game wore on, we talked to them about just simplifying the game, playing forward, putting pucks at the net, not looking for the extra pass. I think anytime when you play this late in the year, I think a lot of times the ice breaks down, no matter where you are. Just simplifying the process, playing straight ahead, not looking for that extra pass. A lot of times when you do, the puck bounces, it bobbles. Sometimes you can feed the opponent's transition game. Thank you."
2016-06-04,"Mike Sullivan",FALSE,"COACH SULLIVAN: Well, when I played in it, as you said, the building was brand-new. This building has always been an exciting place to play. The acoustics in the building are terrific. There's a lot of excitement. It's a loud building. I've been back a fair amount of times either as a player or as a coach since. Every time, at least my experience of coming here, every time our teams have played in here, it's been that same atmosphere. It seems like it's a real exciting place to play for a player. COACH SULLIVAN: No, I don't think so. I think part of it is where your team is at. If you would have asked me that question during the regular season, I might have a different answer for you. But I think where we're at right now, I think our players are pretty locked in as far as how we have to play, where we need to improve and get better, what we can learn from game to game, so that we can try to gain some sort of an edge going into the next game. COACH SULLIVAN: I did not have input into that. It happened so long ago, it's hard for me to remember the details surrounding it. Obviously it was a big trade for both organizations at the time. As far as Joe, I think Joe is a great player. He's been a great player in this league a long time. He was a great player for me when he played for me in Boston. I think, like everyone, the more experience that you gain, I think it offers players and coaches alike the benefit of perspective and how you can improve in certain areas to try to become better. COACH SULLIVAN: Oh, I don't know. As you start coaching the group, and you go through the day-to-day process, I think as a coaching staff you get a feeling as to whether or not you have their ear. If you don't, you have to find ways to reach them. My sense was, as we started to go through the process every day, trying to get better and trying to improve as a team, our coaching staff, we felt as though our players were being receptive, that we had their ear, they were buying in. COACH SULLIVAN: I think it really helped me a lot having had the opportunity to coach those players in Wilkes-Barre for the first part of the season because it gave me a chance to get to know them, the types of players that they are. When they did get called up, I knew how to utilize those guys and put them in positions to be successful as far as casting them in certain roles, giving them opportunities with certain lines or power plays or penalty kills, wherever we placed those guys. I think it was a great benefit to me to have had that opportunity to coach those guys because I saw what they were able to accomplish at the American League level. I had strong feelings that these guys, their respective individual games could transfer to the NHL level. I don't think you ever know for sure until players actually experience it. But we felt as though these guys could help the Pittsburgh Penguins. COACH SULLIVAN: I think it's just his makeup. He doesn't give you a lot in between periods. He's very calm, cool, collected. He just goes about his business. I don't have a lot of interaction with him during the course of a game. I consciously try to stay away from him and just let him do his thing. He has his routine in between periods, before games, his preparation process that he goes through. As I said all along here, he has a maturity level beyond his age. But certainly I think just his makeup serves him well when the stakes are high. When you get into overtime games, the stakes don't get any higher. COACH SULLIVAN: Because I think they believe in one another. I think they believe in themselves. I think they believe in the group. So for all those reasons, I think we've been able to overcome some challenging injuries that we faced in the second half of the season. Our team has been doing it for a while now. We've had some key guys go down for a long period of time in the regular season, and we were able to find ways to continue to win games and put ourselves in the best position for this post-season. As we go into the post-season, I think it's been the same thing. I think it goes back to just the team concept and the belief in the team. We're not asking anybody to replace a player that goes down. It's tough to replace Geno Malkin or Trevor Daley, for that matter, but what we are asking players to do is to come in and help this team win by playing to their strengths and bringing to the table the skill sets that they have to help us win. That's what our guys do. COACH SULLIVAN: Well, he might be one of the most impactful athletes in this past century. He's obviously a charismatic guy, did a lot for the sport of boxing. I think he'll be, at least from my experience, known not just for how great of an athlete he was, but for the impact that he had in a social aspect as well. COACH SULLIVAN: I think it's important to get away from it. It's an intense battle. Sometimes just to get away from it, to take your mind off it, recharge your batteries, reenergize yourself I think is a good thing. I think balance in your life is important. So when players have an opportunity to get away from it a little bit, spend some time together doing something else, some sort of an activity, get their minds off the game, when they do come back to the rink, I think they're that much more energized and their mental focus is much better. Certainly we encourage our players all season long, because of the nature of our game, how difficult it is, to make sure that we maintain some sort of balance in our life. Thank you."
2016-06-04,"Bryan Rust Conor Sheary",FALSE,"CONOR SHEARY: Well, I'll say he's a really competitive guy. He might not show it off the ice or whatever, but when he gets on the ice for practice or whatever, he never allows a goal in his net. When he does, he gets pretty pissed off. I think that competitive nature just plays over into the game for him. CONOR SHEARY: Yeah, it was a pretty cool experience. You expect to hear from your close friends and family. It's the same group of people you hear from throughout the whole playoffs. When you score a goal or when you win a series, you kind of hear from the same people. BRYAN RUST: When I first met him, I got a little bit of a vibe that he might be too intense. But then later on in the conversation, he cracked a joke, so I kind of realized I think he might know when to be intense, when to have fun, which I think helps a young guy stay loose. BRYAN RUST: Before I got here, it would have had to have either been at the University of Michigan, maybe North Dakota or Hershey in the American League. Those three stand out in my mind. Being able to come in the NHL and play in some of these rinks with the loud crowds, intimidating environments, it's fun. It kind of seems to give me a little bit more energy, too. CONOR SHEARY: I think we have a pretty similar experience throughout the regular season, me and Rusty. Throughout the playoffs, you kind of mold into a team more than any other time because you always have to stick together. I think the older guys in the room have done a great job at bringing us young guys in and making us enjoy the experience while it's here. I think we're just embracing it as much as we can. BRYAN RUST: I think, yeah, I guess on any given night, pretty much any player or any line can kind of step up and play really well, make big plays, score big goals. That's been kind of a huge, important part for us in the playoffs here. CONOR SHEARY: Yeah, I think the trust goes both ways. I think you have to trust your coach to believe in his system. We always had a really good start in Wilkes-Barre for anyone who's following, so we kind of knew the system worked. When we came up here, we already knew what was going on, how he was going to run the team. It was an easy transition for a lot of us. CONOR SHEARY: Just his competitive nature was above all else, I think. Obviously that famous picture of him. Just his competitive nature, you always follow that as a kid. He's a little bit older than our generation. You look at those things and learn how to compete like he did. BRYAN RUST: For me, it's seeing the legacy that he built for himself, how so many people admired him, respected him, saw him as a great role model. It's just one of those things you can learn from. It's sad to have this happen, but it's also a time to celebrate his life."
2016-06-04,"Joonas Donskoi Joel Ward",TRUE,"JOONAS DONSKOI: Well, I decided to stay in Finland a little bit longer than maybe usual. Kind of waited the right moment to come over. I had couple of good years last seasons and year before that, two championships. I kind of got the experience what you have to do to be professional hockey player 24/7, what you have to do to success. JOONAS DONSKOI: Pretty good. I think this was best game from myself. Created tonight from whole team. We had lot of scoring chances. JOEL WARD: I guess you probably got to talk to defense about that one. You know, that's a good sign. If you're playing the offensive zone, they're blocking shots, you're getting opportunities. Keep firing away. JOEL WARD: It's always a good feeling to help contribute for your squad. Obviously you're in the moment and you're just wanting to score and help your team win. Just knowing here we're at the Stanley Cup Finals, you just want to help, hopefully continue on this process, build on the next game, try to contribute again. Try not to dwell or think about it too much. JOONAS DONSKOI: Yeah, just got the first win in the Stanley Cup Finals. I don't think about that too much. Now we get going. We can still get better. JOONAS DONSKOI: No (laughter). JOEL WARD: I don't know. I just visualize. I've watched other sports. I've watched other guys and always tried to emulate, listen to their quotes. I got one from Paul Pierce. I watched him in the playoffs the last couple seasons. People always knocked him down a little bit in the regular season, but in the playoffs he always stepped up. JOONAS DONSKOI: They were first team to show the interest in me, so that was big thing. Yeah, we think about it with my agent. I think Sharks is great organization, doing great work, lot of great guys, good leadership guys like Pav, Jumbo, Marleau, Wardo coming in. I thought might have room for a young guy like me, so that would be a great balance. But, yeah, great organization. I'm so happy that I picked Sharks."
2016-06-04,"Peter DeBoer",TRUE,"COACH DeBOER: I met Joonas at our development camp last July. I heard about his season in Finland. Our guys, everyone, felt that he had a chance to play down the road. I think everyone first saw him starting in the American League. He was our best player in development camp. We went on to the main camp, he was the best player in the main camp, exhibitions. He just kept jumping over hurdles. COACH DeBOER: I thought Vlasic and Braun, you have to mention Braun when you mention Vlasic, too, I thought those two were excellent for us tonight, both ends of the rink. COACH DeBOER: Yeah, well, I mean, huge. That was our opportunity. The door kind of opened up there. We haven't had a lot of power plays. We got one. We needed to cash in there. Called the timeout in order to keep our first unit out. That's kind of been the history of our group, the second unit's come up big at different points for us. That's what happened. They hopped over for the last 10 seconds. COACH DeBOER: That's a big part of their game. They chip to speed. I think some of the icing calls probably helped them because the ones that got waved off allowed them to continue their momentum. I thought there was a couple of questionable ones there. COACH DeBOER: It was big to get a win whether he was out or in. We needed to win this game tonight. Our group all year has been next guy jump in. We wouldn't have made the playoffs if we didn't have that attitude. Logan Couture missed half the season. We had guys step in and fill those roles. Allowed us to keep our heads above water. COACH DeBOER: They were feeling good tonight. The two days off helped. Obviously the biggest game of the year. At that point I thought we were going to live and die with the big guys. We needed the win. COACH DeBOER: Yeah, it was electric. It was amazing to stand back there. You could tell that these people have been waiting a long time. I think the guys really wanted to play hard for them. I thought we were a little jittery early probably because of that. I thought once we settled in, they were a big help for us. It was a grind of a game out there. They were playing hard. They knew that they would have put us in a deep, deep hole tonight had they won. Our desperation level was as high as it could be. Fans were a big help for us tonight. COACH DeBOER: It's huge. It's the first time we've had the lead in this series. We have to go home. It's all right, I'm not complaining about it. We have to find a way to get out in front going forward. We've been playing from behind too often in the series. That's something that we want to talk about. But it was a huge win. Changes the series. Now we've got to take care of business Game4. Thank you."
2016-06-04,"Peter DeBoer",FALSE,"COACH DeBOER: I think if you've seen our group, they tend to keep each other pretty loose. They're a loose group. They know when to dial in and be ready to play, when to relax. COACH DeBOER: We have a couple guys that played in that hole before. Melker has, so has Zubrus, been effective. The one thing with those two guys is, you got a guy that will hound the puck and work for it. Those two guys pretty much take care of the rest. COACH DeBOER: Our PK has been a slow build all year. I think we've taken a couple steps forward, a step back. But I think it's been really good at the right times this year, especially in the playoffs. It's important you win the special teams battle. There really hasn't been a special teams battle yet in this series. But you never say never, and you anticipate at some point it will be very important. COACH DeBOER: It's a great question. That's probably something that we'll reflect on after everything's done. I think in the moment right now, we need to win a game. I can tell you, just being the first year in the area for me, the gravity of winning the Western Conference, I've had people that have been watching the team for 25 years come up to me, tears in their eyes. It was an important moment. COACH DeBOER: We have a lot of leadership in our room. It's definitely by committee. I don't think there's any come-to moments or big speeches. It's just all the right messaging. COACH DeBOER: It has to be an advantage. It's been an advantage the entire playoffs for us. I think it was definitely an advantage for Pittsburgh in Pittsburgh. We've got to make sure. That's a small piece of it, though. We have to do our part. I know the fans are going to do their part, and we've got to do our part tonight. I know that's the last question, but I just want to end with a quick thing on Muhammad Ali. Lost a great person. The reason I want to speak about him, I'm not a collector of sports memorabilia, but I have three things in my basement. I have a Wayne Gretzky stick, a Bobby Orr print, a Mike Weir Masters print, and I have a Koran signed by Muhammad Ali. I wouldn't normally share this with you, but I think considering the circumstances today. I got it 30 years ago. I was at my prom at the Royal Connaught Hotel in Hamilton. I was a 17-year-old kid. Had my tux on. I was in the lobby. Muhammad Ali walked in with his entourage. He was there for some type of appearance. I asked one of the entourage if I could meet him with my friends. He said to give him a minute. He came back to me and he said, Muhammad Ali is up in this room. Meet him up in his room in five minutes. Me and three or four of my buddies went up to the room. He got out a Koran for each of us. He wasn't preaching or trying to convert us, he just personalized each one for us, asked us some questions about what we were doing. It was an unbelievable life experience for me. I think, considering the circumstances, how this guy transcended not just boxing and sport, but how many people he's touched, it's an appropriate story to tell. I know you guys have the time, too, to listen (laughter)."
2016-06-04,"Ian Cole Olli Maatta",FALSE,"IAN COLE: I think the first thing you notice is he has a very authoritative voice, very deep. When he's giving it to you, you really pay attention, which I think is good. He made the points that, We're not going to waste your time. When we are having a meeting, make sure you're paying attention and you're there early 'cause everything we say is going to be important. I think guys took that to heart. OLLI MAATTA: I'm not trying to change my game. I'm trying to play the same way. Obviously it's a big difference playing with Tanger and playing with Lovey. Tanger is more offensive. Lovey is more a defensive-first guy. IAN COLE: I think that whole line really works well together. You have Thornton, who is certainly more of a pass-first guy, can dish the puck with the best guys in the league. Obviously you have Pavelski who still skates very well, but is more of a shoot-first guy, finding that soft ice in the pocket really well. You have Hertl who seemingly does everything very well. That whole line really works together. You've seen that in the course of the playoffs, how successful they've been, how dominant they've been in a lot of situations. But specifically Hertl, like I said, I think he's good at everything. He's maybe not the best in the league at one particular thing, but he's really, really good at everything. Great speed, strong, can take pucks at the net, has an outside shot as well. OLLI MAATTA: Steve Oleksy had some high school friends there. He was able to take us there and show us around. It was pretty cool. I see the movie Internship, that's pretty much the only thing I knew about it. IAN COLE: If that's going to be the game plan for them, we'll welcome that. I think we're very confident in all six of our defensemen, their ability to play defense against any line, their ability to transition the puck well and go on offense. If that's what they want to do, that's fine. Obviously who you're playing, it does make a difference. Every line plays different, every player plays different. Having awareness as far as who you're out there with, knowing their tendencies, making sure that you're aware when you have a guy like Tomas Hertl or Joe Thornton, how they kind of attack certain plays, what they try to do on the ice. Thornton isn't going to burn you with speed, but he'll certainly try to draw you out towards him to put the puck through you to a guy behind you. IAN COLE: Yeah, I mean, I've used this statement a lot. I think everyone's aware of the situation. I mean, to say that we're not thinking about it, it's true to a certain extent, but I think you're aware. You understand where you are in the timeline of a seven-game series, the situation as far as how many wins you have. But I don't think you can let that dictate how you play, can't let that dictate how you're going to approach the game. I think that once you take your foot off the gas, once you kind of exhale and say, Hey, we have a two-game lead, we only have to win two more out of the next five, that will be easy, no problem, that's where you really get into trouble. I think continuing to play with the same mindset, just keep going the way you were."
2016-06-03,"Mike Sullivan",FALSE,"COACH SULLIVAN: Well, we're dealing with the same challenges that San Jose's dealing with. I think the fact that we have the extra day in between is certainly helpful. We're trying to keep our guys on the same time schedule from a routine standpoint. I think our strength and conditioning guys, our medical staff, does a great job as far as making sure that we do everything within our power to help them nutritionally and otherwise so that they can recover properly and fuel their bodies the right way. COACH SULLIVAN: I don't think so. I think our players are accustomed to it at this point. I think we've talked to them throughout this post-season about making sure that we stay focused and not allow any of the noise surrounding our team to have an impact on our mindset or our focus that's necessary to have success. COACH SULLIVAN: Well, we've tried to challenge Phil, like we do all of our players, to become a more complete player. At least based on my experience in coaching in this league, when you're coaching the top players, the offensive players that have great offensive instincts, usually the conversations revolve around playing away from the puck and the decisions they make with the puck. So Phil is no different. We've had a number of conversations on trying to help him improve in areas of his game. To his credit, he's been very receptive. I think he's really worked at it. I think we're all seeing the rewards of his work right now. I think he's playing the right way. He's been much better on the boards. I think his determination to play away from the puck and defend in our end zone is much improved. That's a credit to him. COACH SULLIVAN: They're similar guys. One is a right-handed shot, one is a left-handed shot. We actually used both of those guys last game on the power play. Sometimes the first unit gets extended time. Both Horny and Kuny play hard minutes. They're the guys helping them retrieve pucks, they play in front of the net, they're taking cross checks. They're hard minutes they play. COACH SULLIVAN: I really think our team is playing the game the right way right now. I think we're doing the right things. He's made some timely saves for them. I think any time you're trying to score goals, it's about trying to get pucks to the net, trying to get people to the net, trying to make it difficult on the opponent's goaltender by impeding the sight lines, limiting the mobility by having people in the area. We'll continue to work at that, try to get better at that. That's something that we've preached to our team all year long. COACH SULLIVAN: Well, it's critically important. Our team discipline has been really good. We've talked about that every day. That has to continue to be one of the focal points of our team, is making sure we play in between the whistles and we don't put ourselves in a position where we have to take a stick infraction because maybe we overstay a shift and we're tired. For me, it always boils down to the details of the game, just paying attention to the details. If you do that, if we do that as a group, I think we can avoid some of the unnecessary or the avoidable penalties that sometimes end up hurting you. COACH SULLIVAN: I think when you look at the makeup of our lines, I've said this on a number of occasions, for me it's pick your poison. Any particular line on a given night might be the best line of our team depending on who's going, who's playing well. One of the things that we really like about the makeup of our forward lines right now is the balance. We have threats on every line. I think that presents potential challenges for our opponents from a matchup standpoint. Someone is going to get a favorable matchup. From that standpoint, I think whether we're at home or we're on the road, I think it makes it harder on our opponents because of that. I think that Bones' line has been as good as it is for so long because it starts with their chemistry. They're feeling it right now. Their confidence is at an all-time high. I think the longer they've been together, they've learned each other's tendencies, they know how to play to their strengths. COACH SULLIVAN: Yeah, I think he has. I think Geno's adapted. I give him a lot of credit for that. I think because of that, we've become a team. It's not just about one or two or three guys that help us win every night. I think what's allowed this team to have the success that it's enjoyed the last few months is just it seems like every night different people step up and make big plays for us at key times. Sometimes it's an overtime goal or a big goal, or sometimes it's a great penalty kill or a one faceoff or a blocked shot. It's both big plays, but also subtle plays that help us become more difficult to play against and help our team win. I think Geno has done a great job just adapting to our team game, and adapting his game to how this team is playing right now. He's a really talented player. He has the ability to play a lot of different ways. He can beat you with speed. He can beat you with skill. He's got a great shot. He can play underneath the hashmarks and play a grind game because he's big and strong. He has the ability to generate offense a number of different ways. Depending on who we use on his line with his linemates, he has the ability to adapt. I think he's done a terrific job there."
2016-06-03,"Matt Murray",FALSE,"MATT MURRAY: No. There's no comparison, I don't think, to Ken Dryden. Makes me pretty uncomfortable actually to hear that. MATT MURRAY: It's all mostly the same. You probably won't skate in the morning. During the season we play a lot of afternoon games. I played a lot of 5:00 games in the American League on Sundays and stuff like that. MATT MURRAY: I don't know if we really need any external motivation. We're motivated from within, I think. We just want to win like everybody else. MATT MURRAY: First time ever in California. It seems like hockey is definitely growing. It's not exactly known as a hockey state by any means. You look around the rink here, you see all these kids running around. Everybody is into the hockey thing. It's cool. It's my first time here, so I can't really speak to how it's evolved or anything. I love it. I'm not used to the hot weather this time of year. I'm from pretty far up north in Ontario. The hot kind of bugs me a little bit. But I really like it. MATT MURRAY: Yeah, definitely. The biggest thing for me is just kind of focusing on your breathing. I think that brings you back to being in the moment. That's something I do a lot, something I work on a lot. It's something so simple. You think, Can that really have anything to do with it. It definitely helps. As soon as you start thinking about too much, you start getting too far ahead of yourself, you kind of come back to that, focus on your breathing, take a deep breath, realize where you are, realize the moment you're in. That's probably the biggest thing that I do, I would say. MATT MURRAY: Thank you."
2016-06-03,"Peter DeBoer",FALSE,"COACH DeBOER: Last change, home crowd, sleeping in your own bed, I think all those things are important in the playoffs. COACH DeBOER: Yeah, we talked about some things that we think we can do better today. I think our support, not just coming out of our own zone, but all over the ice, is always important. A little bit off. Obviously, you have to give them some credit. Their speed pushes you into positions where if you're off by a couple feet, you're in trouble. COACH DeBOER: That's a good question. There's a lot going on here. I think we talked at the beginning of the Finals about limiting distractions. I think that's one of the things about being at home that our group has been talking about. Got a lot of people in town, a lot of family, a lot of friends want to be a part of this. We're prepared on that side. COACH DeBOER: I don't know if I'm different. I think what you learn is you don't get to this point unless you have a lot of character, a lot of leadership and you're a good hockey team. What I learned that year with the Devils, we went in a 3-0 hole. Everybody was saying it was going to be a sweep, it was over. I actually thought going into Game 6 we felt pretty confident that we could win and bring it back to New Jersey for Game 7. COACH DeBOER: I think we got to have the puck more. I think we got to attack a little bit more. I think there's penalties out there, I do believe that. I think there even has been in the first couple games. COACH DeBOER: Well, Crosby is a key guy, probably their best player through the first two games. He's not the only guy. They've given us matchup problems, not just us, but other teams. When you have Kessel, Crosby and Malkin on three different lines, I mean, all three of those guys make more than anybody on our team. That's matchup problems for everybody all playoffs. COACH DeBOER: You always want to play with the puck more. I think we were prepared that this was going to be a different series. Just look at Pittsburgh's record from Christmas on. Look at their analytics from Christmas on. Look at what they've done against some very good teams and how they've made them look. I think we're prepared for this more than maybe some of the people watching. This is going to be a series of momentum. We're going to have it for a little bit; they're going to have it for a little bit. I think it's whoever can carry it for more. It's not going to look like maybe some of the series in the past where we've dominated for long stretches. They're a very good hockey team. They're not going to allow you to do that. We've got to be comfortable in that. We can't get frustrated by that. Thank you."
2016-06-02,"Mike Sullivan",FALSE,"COACH SULLIVAN: I think when you look at the way the game is being played, there's momentum swings on both sides. These are two pretty good hockey teams going at it. There are times when we have momentum and territory and zone time. When San Jose makes a push, they have good players, they're a good team, they're going did try to do the same. That's really the way I see it. That's the way the first two games have played out. I really like how our team has played. I think when we have had defensive zone time, I think we've defended extremely hard. We've defended extremely well as a group cooperatively. COACH SULLIVAN: No, I'm not concerned at all. Listen, all centers that go in there and take faceoffs, they're trying to get an edge. That's just the reality of it. They're doing the same things our guys are doing. The way I look at it, that's all part of being a center iceman, trying to figure out a way to get an edge and be successful. COACH SULLIVAN: Well, Conor really has done a great job for us. He's had a little bit of a whirlwind of a year, being called up, sent down a few times. Just going through the evolution of a pro player, I think, in the development process. But each time he's got called back up, he's brought a level of consistency to his game and has brought more of a contribution to this team. I can't say enough about what he's done for our team here in the post-season. He plays a lot of critical minutes for us. He plays in a difficult role, playing with Crosby, which is not an easy thing to do when a young player has to play or is asked to play with top players, because there's an expectation there. I think Conor has handled it extremely well. COACH SULLIVAN: I would expect them to certainly have a strong push. San Jose is a very good hockey team. They're good at home. I'm sure their fan base will give them a boost of energy. So we would expect that. We expected the same push from Game2, which they did, as well. COACH SULLIVAN: I think they've done a great job as a group of six. They really have been our unsung heroes. They go back for pucks, they take hits, they make plays, they help us get out of our end zone, defending extremely hard, blocking shots. I think they're doing a lot of those thankless jobs that don't necessarily show up on the score sheet or it's difficult to quantify in a statistic. They just help teams win. COACH SULLIVAN: It's as good as I've seen him play, yes. What I've really admired about Sid's game is just his overall complete game. It's not just about offense. He's winning faceoffs. He's defending. He does so many of the little things at both ends of the rink that are helping us win right now. I think his offense speaks for itself. But what I've really grown to admire watching him over the last few months is just his overall complete game. He is a real good two-way player, his attention to detail away from the puck down low in our end zone, defending when the time is called upon to defend. He's really been the leader of this group in more ways than one. COACH SULLIVAN: What we've really liked about our team is just our overall team defense. It's not just about playing in our end zone, it's about our puck-pursuit game up the ice. I think we're best when we're defending 180 feet from our net, where we're forcing our opponents to have to make plays under pressure, limiting zone time, keeping our gaps tight. Our coaching staff has really been very pleased with how hard our guys are playing, the cooperative effort that's taking place amongst the five guys in front of Matt, regardless of which zone it is. When we do end up in our end zone, we have a brave group. We're willing to block shots. We're getting in the shot lanes. We're boxing out and trying to get sticks in front to make Matt's job as easy as possible as far as his sight lines and his movement. COACH SULLIVAN: I think you have to give a lot of credit to our locker room. I think our veteran guys have done a terrific job as far as welcoming these guys into the locker room, making them feel comfortable, making them feel a big part of the team. They've been great mentors for these kids when they're called up. I also think you got to give credit to the young players. They've come up and they've performed. They've played extremely well. I think our veteran guys appreciate what they're bringing to the table as far as helping this team win. There's credit to go around on both sides. But for me, the dynamic that's taking place in the locker room right now, I spoke about it on a number of occasions here in the post-season, about the chemistry that this group has. We really like the mix we have of our veteran players and our young guys that are bringing the energy and the enthusiasm to the rink every day. It's a credit to everyone involved. I think we've got a close-knit locker room. These guys really enjoy playing for one another. That's really a powerful dynamic. COACH SULLIVAN: Thank you, guys."
2016-06-02,"Peter DeBoer",FALSE,"COACH DeBOER: Strengths and weaknesses in the last game? I thought we did a better job of limiting their time and space. We got the shot totals down from 40, which is an unacceptable level for us, into the 20s. I still think we can improve there. I thought just our overall game in all areas was a little bit better. It's still not where it needs to be, but it was a little bit better. COACH DeBOER: I think it's a little combination of both. I think they've done a good job of taking away our time and space, particularly of our better players. I think everyone tries to do that to the other team. So I think you have to give them some credit for that. I. COACH DeBOER: Well, it's very meaningful to the people here. I think I saw the emotion after we won the Western Conference that night and the days following that before we left for Pittsburgh. It's important to the people here. COACH DeBOER: Justin Braun traveled today to pay his respects to his father- in-law, is going to return to San Jose either tonight or tomorrow. He will definitely be in for Game3. As far as matchups go, it's always nice to have the last change. There's always some certain matchups you're looking to get. At the same time, Pittsburgh presents some matchup issues for everybody they played. When you have Malkin, Crosby and Kessel on three different lines, that presents matchup issues. COACH DeBOER: No, it's not enough unless you win. It was enough to get us to overtime. At that point you're one shot from winning. It gave us an opportunity to win that game, just like we had an opportunity to win Game1 with two minutes left in the game. Obviously you want to eliminate that margin of error. You don't want to leave it to chance. You don't want to leave it to one shot. You want to, you know, try and take control of the game. But Pittsburgh's a good team. They've shown they're not a team that you're going to control large portions of play against them. You're going to have to wait for your opportunities and cash in. There's little things we can do better, and we'll look at those. COACH DeBOER: I think we competed with them. Again, both games are one-goal games. Both ended late in one and overtime in the other. I think from a compete point, we're right there. Again, we've got to find a few longer stretches where we can control the play a little bit more. There's a few things we can do differently. You have to get your head wrapped around that Pittsburgh, with their numbers, the way they played from the second half of the season on, you're not going to dominate a team like that for long stretches. COACH DeBOER: Yeah, well, I mean, the message to them was tune out the noise. There's a lot of noise. People are going to want to tell you how well Pittsburgh is playing, how poorly you're playing, how you have no chance to win. We need to tune all that out, make sure we're ready for Game3. That's the only thing that matters right now. COACH DeBOER: I thought he gave us some really good energy early. Like a guy who has been out for a month, I thought as the game wore on, you know, the reality of being out that long settled in a little bit on him. COACH DeBOER: You know, I haven't decided if we're going to start where we ended last game. I liked the response we got in the third period. I thought we were better. It gave us a little bit of a jolt. One of the combinations found a way to get a goal. I thought the other combinations started to look a little more dangerous. COACH DeBOER: Yeah, for sure. I think absolutely. I think our guys know that. The nice thing is, and the difference is, we are going home. There's a little more optimism knowing the next two games are in our rink. Credit to them, they held serve, played well at home. Again, we've got to return the favor here in our rink. Thank you."
